parent	dependency	dependency_type
parallelDist	proxy	Suggests
parallelDist	testthat	Suggests
parallelDist	RcppArmadillo	Suggests
parallelDist	RcppXPtrUtils	Suggests
parallelly	parallel	Imports
parallelly	tools	Imports
parallelly	utils	Imports
parallelly	commonmark	Suggests
parallelly	base64enc	Suggests
PASWR	lattice	Depends
PASWR	MASS	Imports
PASWR	e1071	Imports
patchwork	ggplot2	Imports
patchwork	gtable	Imports
patchwork	grid	Imports
patchwork	stats	Imports
patchwork	grDevices	Imports
patchwork	utils	Imports
patchwork	graphics	Imports
patchwork	rlang	Imports
patchwork	cli	Imports
patchwork	farver	Imports
patchwork	knitr	Suggests
patchwork	rmarkdown	Suggests
patchwork	gridGraphics	Suggests
patchwork	gridExtra	Suggests
patchwork	ragg	Suggests
patchwork	testthat	Suggests
patchwork	vdiffr	Suggests
patchwork	covr	Suggests
patchwork	png	Suggests
patchwork	gt	Suggests
patrick	dplyr	Imports
patrick	glue	Imports
patrick	purrr	Imports
patrick	rlang	Imports
patrick	testthat	Imports
patrick	tibble	Imports
paws.common	base64enc	Imports
paws.common	curl	Imports
paws.common	digest	Imports
paws.common	httr2	Imports
paws.common	jsonlite	Imports
paws.common	methods	Imports
paws.common	utils	Imports
paws.common	stats	Imports
paws.common	Rcpp	Imports
paws.common	xml2	Imports
paws.common	Rcpp	LinkingTo
paws.common	covr	Suggests
paws.common	crayon	Suggests
paws.common	mockery	Suggests
paws.common	withr	Suggests
paws.common	rstudioapi	Suggests
paws.common	testthat	Suggests
pbapply	parallel	Imports
pbapply	shiny	Suggests
pbapply	future	Suggests
pbapply	future.apply	Suggests
pbkrtest	lme4	Depends
pbkrtest	broom	Imports
pbkrtest	dplyr	Imports
pbkrtest	MASS	Imports
pbkrtest	methods	Imports
pbkrtest	numDeriv	Imports
pbkrtest	Matrix	Imports
pbkrtest	doBy	Imports
pbkrtest	markdown	Suggests
pbkrtest	knitr	Suggests
pbmcapply	utils	Depends
pbmcapply	parallel	Depends
pcaPP	mvtnorm	Imports
pcaPP	methods	Imports
pcaPP	robustbase	Suggests
permute	stats	Imports
permute	vegan	Suggests
permute	testthat	Suggests
permute	parallel	Suggests
permute	knitr	Suggests
permute	rmarkdown	Suggests
permute	bookdown	Suggests
permute	sessioninfo	Suggests
pheatmap	grid	Imports
pheatmap	RColorBrewer	Imports
pheatmap	scales	Imports
pheatmap	gtable	Imports
pheatmap	stats	Imports
pheatmap	grDevices	Imports
pheatmap	graphics	Imports
pillar	cli	Imports
pillar	glue	Imports
pillar	lifecycle	Imports
pillar	rlang	Imports
pillar	utf8	Imports
pillar	utils	Imports
pillar	vctrs	Imports
pillar	bit64	Suggests
pillar	DBI	Suggests
pillar	debugme	Suggests
pillar	DiagrammeR	Suggests
pillar	dplyr	Suggests
pillar	formattable	Suggests
pillar	ggplot2	Suggests
pillar	knitr	Suggests
pillar	lubridate	Suggests
pillar	nanotime	Suggests
pillar	nycflights13	Suggests
pillar	palmerpenguins	Suggests
pillar	rmarkdown	Suggests
pillar	scales	Suggests
pillar	stringi	Suggests
pillar	survival	Suggests
pillar	testthat	Suggests
pillar	tibble	Suggests
pillar	units	Suggests
pillar	vdiffr	Suggests
pillar	withr	Suggests
pkgbuild	callr	Imports
pkgbuild	cli	Imports
pkgbuild	desc	Imports
pkgbuild	processx	Imports
pkgbuild	R6	Imports
pkgbuild	covr	Suggests
pkgbuild	cpp11	Suggests
pkgbuild	knitr	Suggests
pkgbuild	Rcpp	Suggests
pkgbuild	rmarkdown	Suggests
pkgbuild	testthat	Suggests
pkgbuild	withr	Suggests
pkgdown	bslib	Imports
pkgdown	callr	Imports
pkgdown	cli	Imports
pkgdown	desc	Imports
pkgdown	downlit	Imports
pkgdown	fontawesome	Imports
pkgdown	fs	Imports
pkgdown	httr2	Imports
pkgdown	jsonlite	Imports
pkgdown	lifecycle	Imports
pkgdown	openssl	Imports
pkgdown	purrr	Imports
pkgdown	ragg	Imports
pkgdown	rlang	Imports
pkgdown	rmarkdown	Imports
pkgdown	tibble	Imports
pkgdown	whisker	Imports
pkgdown	withr	Imports
pkgdown	xml2	Imports
pkgdown	yaml	Imports
pkgdown	covr	Suggests
pkgdown	diffviewer	Suggests
pkgdown	evaluate	Suggests
pkgdown	gert	Suggests
pkgdown	gt	Suggests
pkgdown	htmltools	Suggests
pkgdown	htmlwidgets	Suggests
pkgdown	knitr	Suggests
pkgdown	magick	Suggests
pkgdown	methods	Suggests
pkgdown	pkgload	Suggests
pkgdown	quarto	Suggests
pkgdown	rsconnect	Suggests
pkgdown	rstudioapi	Suggests
pkgdown	rticles	Suggests
pkgdown	sass	Suggests
pkgdown	testthat	Suggests
pkgdown	tools	Suggests
pkgKitten	whoami	Suggests
pkgKitten	tinytest	Suggests
pkgKitten	roxygen2	Suggests
pkgload	cli	Imports
pkgload	desc	Imports
pkgload	fs	Imports
pkgload	glue	Imports
pkgload	lifecycle	Imports
pkgload	methods	Imports
pkgload	pkgbuild	Imports
pkgload	processx	Imports
pkgload	rlang	Imports
pkgload	rprojroot	Imports
pkgload	utils	Imports
pkgload	bitops	Suggests
pkgload	jsonlite	Suggests
pkgload	mathjaxr	Suggests
pkgload	pak	Suggests
pkgload	Rcpp	Suggests
pkgload	remotes	Suggests
pkgload	rstudioapi	Suggests
pkgload	testthat	Suggests
pkgload	usethis	Suggests
pkgload	withr	Suggests
plm	MASS	Imports
plm	bdsmatrix	Imports
plm	collapse	Imports
plm	zoo	Imports
plm	nlme	Imports
plm	sandwich	Imports
plm	lattice	Imports
plm	lmtest	Imports
plm	maxLik	Imports
plm	Rdpack	Imports
plm	Formula	Imports
plm	stats	Imports
plm	AER	Suggests
plm	car	Suggests
plm	statmod	Suggests
plm	urca	Suggests
plm	pder	Suggests
plm	texreg	Suggests
plm	knitr	Suggests
plm	rmarkdown	Suggests
plm	fixest	Suggests
plm	lfe	Suggests
plogr	Rcpp	Suggests
plotly	ggplot2	Depends
plotly	tools	Imports
plotly	scales	Imports
plotly	httr	Imports
plotly	jsonlite	Imports
plotly	magrittr	Imports
plotly	digest	Imports
plotly	viridisLite	Imports
plotly	base64enc	Imports
plotly	htmltools	Imports
plotly	htmlwidgets	Imports
plotly	tidyr	Imports
plotly	RColorBrewer	Imports
plotly	dplyr	Imports
plotly	vctrs	Imports
plotly	tibble	Imports
plotly	lazyeval	Imports
plotly	rlang	Imports
plotly	crosstalk	Imports
plotly	purrr	Imports
plotly	data.table	Imports
plotly	promises	Imports
plotly	MASS	Suggests
plotly	maps	Suggests
plotly	hexbin	Suggests
plotly	ggthemes	Suggests
plotly	GGally	Suggests
plotly	ggalluvial	Suggests
plotly	testthat	Suggests
plotly	knitr	Suggests
plotly	shiny	Suggests
plotly	shinytest2	Suggests
plotly	curl	Suggests
plotly	rmarkdown	Suggests
plotly	Cairo	Suggests
plotly	broom	Suggests
plotly	webshot	Suggests
plotly	listviewer	Suggests
plotly	dendextend	Suggests
plotly	sf	Suggests
plotly	png	Suggests
plotly	IRdisplay	Suggests
plotly	processx	Suggests
plotly	plotlyGeoAssets	Suggests
plotly	forcats	Suggests
plotly	withr	Suggests
plotly	palmerpenguins	Suggests
plotly	rversions	Suggests
plotly	reticulate	Suggests
plotly	rsvg	Suggests
plotly	ggridges	Suggests
plotrix	grDevices	Imports
plotrix	graphics	Imports
plotrix	stats	Imports
plotrix	utils	Imports
plyr	Rcpp	Imports
plyr	Rcpp	LinkingTo
plyr	abind	Suggests
plyr	covr	Suggests
plyr	doParallel	Suggests
plyr	foreach	Suggests
plyr	iterators	Suggests
plyr	itertools	Suggests
plyr	tcltk	Suggests
plyr	testthat	Suggests
poLCA	scatterplot3d	Depends
poLCA	MASS	Depends
polynom	stats	Imports
polynom	graphics	Imports
polynom	knitr	Suggests
polynom	rmarkdown	Suggests
poweRlaw	methods	Imports
poweRlaw	parallel	Imports
poweRlaw	pracma	Imports
poweRlaw	stats	Imports
poweRlaw	utils	Imports
poweRlaw	covr	Suggests
poweRlaw	knitr	Suggests
poweRlaw	testthat	Suggests
pracma	graphics	Imports
pracma	grDevices	Imports
pracma	stats	Imports
pracma	utils	Imports
pracma	NlcOptim	Suggests
pracma	quadprog	Suggests
prediction	utils	Imports
prediction	stats	Imports
prediction	data.table	Imports
prediction	datasets	Suggests
prediction	methods	Suggests
prediction	testthat	Suggests
prediction	AER	Enhances
prediction	aod	Enhances
prediction	betareg	Enhances
prediction	biglm	Enhances
prediction	brglm	Enhances
prediction	caret	Enhances
prediction	crch	Enhances
prediction	e1071	Enhances
prediction	earth	Enhances
prediction	ff	Enhances
prediction	gam	Enhances
prediction	gee	Enhances
prediction	glmnet	Enhances
prediction	glmx	Enhances
prediction	kernlab	Enhances
prediction	lme4	Enhances
prediction	MASS	Enhances
prediction	mclogit	Enhances
prediction	mda	Enhances
prediction	mlogit	Enhances
prediction	MNP	Enhances
prediction	nlme	Enhances
prediction	nnet	Enhances
prediction	ordinal	Enhances
prediction	plm	Enhances
prediction	pscl	Enhances
prediction	quantreg	Enhances
prediction	rpart	Enhances
prediction	sampleSelection	Enhances
prediction	speedglm	Enhances
prediction	survey	Enhances
prediction	survival	Enhances
prediction	truncreg	Enhances
prediction	VGAM	Enhances
presto	Rcpp	Depends
presto	data.table	Depends
presto	dplyr	Imports
presto	methods	Imports
presto	tidyr	Imports
presto	purrr	Imports
presto	tibble	Imports
presto	Matrix	Imports
presto	rlang	Imports
presto	stats	Imports
presto	utils	Imports
presto	Rcpp	LinkingTo
presto	RcppArmadillo	LinkingTo
presto	knitr	Suggests
presto	rmarkdown	Suggests
presto	testthat	Suggests
presto	Seurat	Suggests
presto	SingleCellExperiment	Suggests
presto	SummarizedExperiment	Suggests
presto	broom	Suggests
presto	BiocStyle	Suggests
presto	DESeq2	Suggests
prettycode	crayon	Imports
prettycode	utils	Imports
prettycode	covr	Suggests
prettycode	mockery	Suggests
prettycode	rstudioapi	Suggests
prettycode	testthat	Suggests
prettycode	withr	Suggests
prettydoc	rmarkdown	Imports
prettydoc	knitr	Suggests
prettydoc	KernSmooth	Suggests
pROC	methods	Imports
pROC	Rcpp	Imports
pROC	Rcpp	LinkingTo
pROC	tcltk	Suggests
pROC	MASS	Suggests
pROC	logcondens	Suggests
pROC	testthat	Suggests
pROC	vdiffr	Suggests
pROC	ggplot2	Suggests
pROC	rlang	Suggests
processx	ps	Imports
processx	R6	Imports
processx	utils	Imports
processx	callr	Suggests
processx	cli	Suggests
processx	codetools	Suggests
processx	covr	Suggests
processx	curl	Suggests
processx	debugme	Suggests
processx	parallel	Suggests
processx	rlang	Suggests
processx	testthat	Suggests
processx	webfakes	Suggests
processx	withr	Suggests
prodlim	Rcpp	Imports
prodlim	stats	Imports
prodlim	rlang	Imports
prodlim	data.table	Imports
prodlim	grDevices	Imports
prodlim	ggplot2	Imports
prodlim	graphics	Imports
prodlim	diagram	Imports
prodlim	survival	Imports
prodlim	KernSmooth	Imports
prodlim	lava	Imports
prodlim	Rcpp	LinkingTo
prodlim	tibble	Suggests
prodlim	pammtools	Suggests
prodlim	ggthemes	Suggests
profmem	utils	Imports
profmem	R.rsp	Suggests
profmem	markdown	Suggests
profmem	microbenchmark	Suggests
progress	crayon	Imports
progress	hms	Imports
progress	prettyunits	Imports
progress	R6	Imports
progress	Rcpp	Suggests
progress	testthat	Suggests
progress	withr	Suggests
progressr	digest	Imports
progressr	utils	Imports
progressr	graphics	Suggests
progressr	tcltk	Suggests
progressr	beepr	Suggests
progressr	cli	Suggests
progressr	crayon	Suggests
progressr	pbmcapply	Suggests
progressr	progress	Suggests
progressr	purrr	Suggests
progressr	foreach	Suggests
progressr	plyr	Suggests
progressr	doFuture	Suggests
progressr	future	Suggests
progressr	future.apply	Suggests
progressr	furrr	Suggests
progressr	ntfy	Suggests
progressr	RPushbullet	Suggests
progressr	rstudioapi	Suggests
progressr	shiny	Suggests
progressr	commonmark	Suggests
progressr	base64enc	Suggests
progressr	tools	Suggests
promises	fastmap	Imports
promises	later	Imports
promises	lifecycle	Imports
promises	magrittr	Imports
promises	otel	Imports
promises	R6	Imports
promises	rlang	Imports
promises	future	Suggests
promises	knitr	Suggests
promises	mirai	Suggests
promises	otelsdk	Suggests
promises	purrr	Suggests
promises	Rcpp	Suggests
promises	rmarkdown	Suggests
promises	spelling	Suggests
promises	testthat	Suggests
promises	vembedr	Suggests
ProtGenerics	methods	Depends
ProtGenerics	testthat	Suggests
proto	testthat	Suggests
proto	covr	Suggests
proxy	stats	Imports
proxy	utils	Imports
proxy	cba	Suggests
ps	utils	Imports
ps	callr	Suggests
ps	covr	Suggests
ps	curl	Suggests
ps	pillar	Suggests
ps	pingr	Suggests
ps	processx	Suggests
ps	R6	Suggests
ps	rlang	Suggests
ps	testthat	Suggests
ps	webfakes	Suggests
ps	withr	Suggests
pscl	MASS	Imports
pscl	datasets	Imports
pscl	grDevices	Imports
pscl	graphics	Imports
pscl	stats	Imports
pscl	utils	Imports
pscl	lattice	Suggests
pscl	MCMCpack	Suggests
pscl	car	Suggests
pscl	lmtest	Suggests
pscl	sandwich	Suggests
pscl	zoo	Suggests
pscl	coda	Suggests
pscl	vcd	Suggests
pscl	mvtnorm	Suggests
pscl	mgcv	Suggests
psych	mnormt	Imports
psych	parallel	Imports
psych	stats	Imports
psych	graphics	Imports
psych	grDevices	Imports
psych	methods	Imports
psych	lattice	Imports
psych	nlme	Imports
psych	GPArotation	Imports
psych	psychTools	Suggests
psych	lavaan	Suggests
psych	lme4	Suggests
psych	Rcsdp	Suggests
psych	graph	Suggests
psych	knitr	Suggests
psych	Rgraphviz	Suggests
purrr	cli	Imports
purrr	lifecycle	Imports
purrr	magrittr	Imports
purrr	rlang	Imports
purrr	vctrs	Imports
purrr	cli	LinkingTo
purrr	carrier	Suggests
purrr	covr	Suggests
purrr	dplyr	Suggests
purrr	httr	Suggests
purrr	knitr	Suggests
purrr	lubridate	Suggests
purrr	mirai	Suggests
purrr	rmarkdown	Suggests
purrr	testthat	Suggests
purrr	tibble	Suggests
purrr	tidyselect	Suggests
pwalign	BiocGenerics	Depends
pwalign	S4Vectors	Depends
pwalign	IRanges	Depends
pwalign	Biostrings	Depends
pwalign	methods	Imports
pwalign	utils	Imports
pwalign	S4Vectors	LinkingTo
pwalign	IRanges	LinkingTo
pwalign	XVector	LinkingTo
pwalign	Biostrings	LinkingTo
pwalign	RUnit	Suggests
pwalign	Rmpi	Enhances
qap	testthat	Suggests
quantmod	xts	Depends
quantmod	zoo	Depends
quantmod	TTR	Depends
quantmod	methods	Depends
quantmod	curl	Imports
quantmod	jsonlite	Imports
quantmod	DBI	Suggests
quantmod	RMySQL	Suggests
quantmod	RSQLite	Suggests
quantmod	timeSeries	Suggests
quantmod	xml2	Suggests
quantmod	downloader	Suggests
quantmod	tinytest	Suggests
quantreg	stats	Depends
quantreg	SparseM	Depends
quantreg	methods	Imports
quantreg	graphics	Imports
quantreg	Matrix	Imports
quantreg	MatrixModels	Imports
quantreg	survival	Imports
quantreg	MASS	Imports
quantreg	interp	Suggests
quantreg	rgl	Suggests
quantreg	logspline	Suggests
quantreg	nor1mix	Suggests
quantreg	Formula	Suggests
quantreg	zoo	Suggests
quantreg	R.rsp	Suggests
quantreg	conquer	Suggests
quarto	cli	Imports
quarto	jsonlite	Imports
quarto	later	Imports
quarto	processx	Imports
quarto	rlang	Imports
quarto	rmarkdown	Imports
quarto	rstudioapi	Imports
quarto	tools	Imports
quarto	utils	Imports
quarto	yaml	Imports
quarto	curl	Suggests
quarto	knitr	Suggests
quarto	rsconnect	Suggests
quarto	testthat	Suggests
quarto	withr	Suggests
quarto	xfun	Suggests
R.cache	utils	Imports
R.cache	R.methodsS3	Imports
R.cache	R.oo	Imports
R.cache	R.utils	Imports
R.cache	digest	Imports
R.methodsS3	utils	Imports
R.methodsS3	codetools	Suggests
R.oo	R.methodsS3	Depends
R.oo	methods	Imports
R.oo	utils	Imports
R.oo	tools	Suggests
R.rsp	methods	Imports
R.rsp	stats	Imports
R.rsp	tools	Imports
R.rsp	utils	Imports
R.rsp	R.methodsS3	Imports
R.rsp	R.oo	Imports
R.rsp	R.utils	Imports
R.rsp	R.cache	Imports
R.rsp	digest	Imports
R.rsp	tcltk	Suggests
R.rsp	markdown	Suggests
R.rsp	knitr	Suggests
R.rsp	R.devices	Suggests
R.rsp	base64enc	Suggests
R.rsp	ascii	Suggests
R.utils	R.oo	Depends
R.utils	methods	Imports
R.utils	utils	Imports
R.utils	tools	Imports
R.utils	R.methodsS3	Imports
R.utils	datasets	Suggests
R.utils	digest	Suggests
r2d2	graphics	Imports
r2d2	grDevices	Imports
r2d2	KernSmooth	Imports
r2d2	MASS	Imports
r2d2	sp	Imports
r2d2	lattice	Suggests
R6	lobstr	Suggests
R6	testthat	Suggests
randomForest	stats	Depends
randomForest	RColorBrewer	Suggests
randomForest	MASS	Suggests
randtoolbox	rngWELL	Depends
RANN	testthat	Suggests
rappdirs	covr	Suggests
rappdirs	roxygen2	Suggests
rappdirs	testthat	Suggests
rappdirs	withr	Suggests
rbibutils	utils	Imports
rbibutils	tools	Imports
rbibutils	testthat	Suggests
Rcpp	methods	Imports
Rcpp	utils	Imports
Rcpp	tinytest	Suggests
Rcpp	inline	Suggests
Rcpp	rbenchmark	Suggests
Rcpp	pkgKitten	Suggests
RcppAnnoy	methods	Imports
RcppAnnoy	Rcpp	Imports
RcppAnnoy	Rcpp	LinkingTo
RcppAnnoy	tinytest	Suggests
RcppArmadillo	Rcpp	Imports
RcppArmadillo	stats	Imports
RcppArmadillo	utils	Imports
RcppArmadillo	methods	Imports
RcppArmadillo	Rcpp	LinkingTo
RcppArmadillo	tinytest	Suggests
RcppArmadillo	Matrix	Suggests
RcppArmadillo	pkgKitten	Suggests
RcppArmadillo	reticulate	Suggests
RcppArmadillo	slam	Suggests
RcppEigen	Rcpp	Imports
RcppEigen	stats	Imports
RcppEigen	utils	Imports
RcppEigen	Rcpp	LinkingTo
RcppEigen	Matrix	Suggests
RcppEigen	inline	Suggests
RcppEigen	tinytest	Suggests
RcppEigen	pkgKitten	Suggests
RcppEigen	microbenchmark	Suggests
RcppHNSW	methods	Imports
RcppHNSW	Rcpp	Imports
RcppHNSW	Rcpp	LinkingTo
RcppHNSW	covr	Suggests
RcppHNSW	testthat	Suggests
RcppML	Rcpp	Imports
RcppML	Matrix	Imports
RcppML	methods	Imports
RcppML	stats	Imports
RcppML	Rcpp	LinkingTo
RcppML	RcppEigen	LinkingTo
RcppML	knitr	Suggests
RcppML	rmarkdown	Suggests
RcppML	testthat	Suggests
RcppParallel	Rcpp	Suggests
RcppParallel	RUnit	Suggests
RcppParallel	knitr	Suggests
RcppParallel	rmarkdown	Suggests
RcppProgress	RcppArmadillo	Suggests
RcppProgress	devtools	Suggests
RcppProgress	roxygen2	Suggests
RcppProgress	testthat	Suggests
RcppRoll	Rcpp	Imports
RcppRoll	Rcpp	LinkingTo
RcppRoll	zoo	Suggests
RcppRoll	testthat	Suggests
RcppTOML	Rcpp	Imports
RcppTOML	Rcpp	LinkingTo
RcppTOML	tinytest	Suggests
RCurl	methods	Depends
RCurl	bitops	Imports
RCurl	XML	Suggests
Rdpack	methods	Depends
Rdpack	tools	Imports
Rdpack	utils	Imports
Rdpack	rbibutils	Imports
Rdpack	grDevices	Suggests
Rdpack	testthat	Suggests
Rdpack	rstudioapi	Suggests
Rdpack	rprojroot	Suggests
Rdpack	gbRd	Suggests
readr	cli	Imports
readr	clipr	Imports
readr	crayon	Imports
readr	glue	Imports
readr	hms	Imports
readr	lifecycle	Imports
readr	methods	Imports
readr	R6	Imports
readr	rlang	Imports
readr	tibble	Imports
readr	utils	Imports
readr	vroom	Imports
readr	withr	Imports
readr	cpp11	LinkingTo
readr	tzdb	LinkingTo
readr	covr	Suggests
readr	curl	Suggests
readr	datasets	Suggests
readr	knitr	Suggests
readr	rmarkdown	Suggests
readr	spelling	Suggests
readr	stringi	Suggests
readr	testthat	Suggests
readr	tzdb	Suggests
readr	waldo	Suggests
readr	xml2	Suggests
readxl	cellranger	Imports
readxl	tibble	Imports
readxl	utils	Imports
readxl	cpp11	LinkingTo
readxl	progress	LinkingTo
readxl	covr	Suggests
readxl	knitr	Suggests
readxl	rmarkdown	Suggests
readxl	testthat	Suggests
readxl	withr	Suggests
recipes	dplyr	Depends
recipes	cli	Imports
recipes	clock	Imports
recipes	generics	Imports
recipes	glue	Imports
recipes	gower	Imports
recipes	hardhat	Imports
recipes	ipred	Imports
recipes	lifecycle	Imports
recipes	lubridate	Imports
recipes	magrittr	Imports
recipes	Matrix	Imports
recipes	purrr	Imports
recipes	rlang	Imports
recipes	sparsevctrs	Imports
recipes	stats	Imports
recipes	tibble	Imports
recipes	tidyr	Imports
recipes	tidyselect	Imports
recipes	timeDate	Imports
recipes	utils	Imports
recipes	vctrs	Imports
recipes	withr	Imports
recipes	covr	Suggests
recipes	ddalpha	Suggests
recipes	dials	Suggests
recipes	ggplot2	Suggests
recipes	igraph	Suggests
recipes	kernlab	Suggests
recipes	knitr	Suggests
recipes	methods	Suggests
recipes	modeldata	Suggests
recipes	parsnip	Suggests
recipes	RANN	Suggests
recipes	RcppRoll	Suggests
recipes	rmarkdown	Suggests
recipes	rpart	Suggests
recipes	rsample	Suggests
recipes	RSpectra	Suggests
recipes	splines2	Suggests
recipes	testthat	Suggests
recipes	workflows	Suggests
recipes	xml2	Suggests
reformulas	stats	Imports
reformulas	methods	Imports
reformulas	Matrix	Imports
reformulas	Rdpack	Imports
reformulas	lme4	Suggests
reformulas	tinytest	Suggests
reformulas	glmmTMB	Suggests
reformulas	Formula	Suggests
registry	utils	Imports
rematch	covr	Suggests
rematch	testthat	Suggests
remotes	methods	Imports
remotes	stats	Imports
remotes	tools	Imports
remotes	utils	Imports
remotes	brew	Suggests
remotes	callr	Suggests
remotes	codetools	Suggests
remotes	covr	Suggests
remotes	curl	Suggests
remotes	git2r	Suggests
remotes	knitr	Suggests
remotes	mockery	Suggests
remotes	pingr	Suggests
remotes	pkgbuild	Suggests
remotes	rmarkdown	Suggests
remotes	rprojroot	Suggests
remotes	testthat	Suggests
remotes	webfakes	Suggests
remotes	withr	Suggests
renv	utils	Imports
renv	BiocManager	Suggests
renv	cli	Suggests
renv	compiler	Suggests
renv	covr	Suggests
renv	cpp11	Suggests
renv	curl	Suggests
renv	devtools	Suggests
